// JOGOS
// Version 1.05
// File Date:2025/07/15 19:05:11
// (C) 2019-2023 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS
Type=INFINITY

[Head]
SondeName=AEM-USB
SondeNo=1919
SensorType=T0R0R1X0Y0B0
SensorType2=030101020202
Channel=6
Comment=Kelompok 13 dan 14
MeasMode=1

PreHeat=3000
Interval=1000
BurstCnt=10
BurstTime=1
WiperInterval=0
DelayTime=0
BuzzerEN=1
BuzzerInterval=1
BuzzerNumber=3
SampleCnt=6950

StartTime=2025/07/15 07:30:00
EndTime=2025/07/15 19:04:09

DepAdjRho=0.0000

ECA=0
ECB=0
ECDeg=0
ECCoef=0.000

CHLA=0
CHLB=0

AlphaData=0.1
BetaData=-3.11

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2021/11/11

Ch1=-1.359212e+01,+1.340604e-03,-1.266932e-08,+1.499809e-13,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=-1.247062e+00,-1.303731e-05,+2.376205e-09,-2.434040e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch3=-1.135576e+00,-2.468658e-05,+2.747151e-09,-2.820625e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch4=-6.008107e+02,+1.832601e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=-6.050220e+02,+1.845396e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch6=0.000000000e00,1.152000000e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Vel. [cm/sec],Dir. [°],Vel.-NS [cm/sec],Vel.-EW [cm/sec],Temp. [℃],Comp A,Comp B,Compass [°],Vel.-X [cm/sec],Vel.-Y [cm/sec],Batt. [V]
2025/07/15 10:53:05,608.669,132.683,-412.639,447.445,28.836,0.5,-0.8,143.836,-116.07,588.69,2.95,
2025/07/15 10:53:06,468.941,141.533,-367.166,291.710,28.844,0.5,-0.8,144.045,-20.54,468.13,2.95,
2025/07/15 10:53:07,592.955,132.971,-404.177,433.862,28.860,0.5,-0.8,145.133,-122.83,569.98,2.95,
2025/07/15 10:53:08,609.043,134.074,-423.645,437.560,28.874,0.5,-0.8,145.269,-116.55,588.91,2.95,
2025/07/15 10:53:09,588.281,136.186,-424.498,407.278,28.884,0.5,-0.8,144.632,-85.68,577.03,2.95,
2025/07/15 10:54:00,409.595,139.732,-312.533,264.748,28.763,0.6,-0.8,140.436,-5.03,409.54,2.95,
2025/07/15 10:54:01,307.316,144.155,-249.112,179.962,28.754,0.6,-0.8,139.686,23.89,305.64,2.94,
2025/07/15 10:54:02,479.673,141.492,-375.352,298.658,28.755,0.5,-0.8,143.723,-18.67,479.02,2.95,
2025/07/15 10:54:03,200.155,167.069,-195.079,44.789,28.763,0.5,-0.8,144.077,74.34,175.19,2.94,
2025/07/15 10:54:04,459.805,137.807,-340.664,308.817,28.762,0.5,-0.8,144.131,-50.41,454.83,2.95,
2025/07/15 10:54:05,483.679,154.758,-437.494,206.262,28.764,0.5,-0.8,143.310,94.57,466.99,2.95,
2025/07/15 10:54:06,578.211,139.177,-437.549,377.994,28.775,0.5,-0.8,144.165,-50.13,574.30,2.95,
2025/07/15 10:54:07,199.824,134.598,-140.302,142.285,28.792,0.6,-0.8,142.454,-27.11,196.51,2.94,
2025/07/15 10:54:08,267.403,125.590,-155.622,217.453,28.800,0.5,-0.8,143.618,-79.99,245.76,2.94,
2025/07/15 10:54:09,453.907,147.915,-384.579,241.104,28.810,0.5,-0.8,143.100,38.00,451.04,2.94,
2025/07/15 10:55:00,431.824,123.381,-237.591,360.586,28.901,0.7,-0.6,125.770,-17.99,431.15,2.95,
2025/07/15 10:55:01,560.960,126.797,-336.001,449.198,28.908,0.7,-0.6,126.979,-1.79,560.95,2.95,
2025/07/15 10:55:02,512.984,121.571,-268.577,437.057,28.910,0.7,-0.6,127.109,-49.33,508.71,2.95,
2025/07/15 10:55:03,463.559,115.485,-199.458,418.454,28.908,0.7,-0.6,126.658,-88.54,448.29,2.95,
2025/07/15 10:55:04,404.847,93.166,-22.359,404.229,28.901,0.7,-0.6,127.517,-210.19,307.54,2.94,
2025/07/15 10:55:05,546.491,134.867,-385.529,387.324,28.904,0.7,-0.6,126.514,78.74,536.26,2.95,
2025/07/15 10:55:06,150.317,353.276,149.283,-17.599,28.903,0.7,-0.6,127.548,-97.85,-95.40,2.94,
2025/07/15 10:55:07,431.621,139.327,-327.358,281.306,28.893,0.7,-0.6,128.410,80.62,418.03,2.94,
2025/07/15 10:55:08,235.476,114.806,-98.794,213.749,28.889,0.7,-0.6,128.158,-53.30,224.58,2.94,
2025/07/15 10:55:09,124.612,68.068,46.543,115.594,28.891,0.7,-0.6,128.418,-100.84,57.40,2.94,
2025/07/15 10:56:00,40.524,157.676,-37.486,15.392,28.762,0.9,0.4,59.914,39.87,-5.43,2.94,
2025/07/15 10:56:01,69.179,26.435,61.946,30.797,28.759,0.9,0.4,60.517,-35.69,52.75,2.94,
2025/07/15 10:56:02,217.957,218.234,-171.204,-134.887,28.755,0.9,0.4,60.548,78.86,-192.15,2.94,
2025/07/15 10:56:03,176.817,245.206,-74.150,-160.518,28.758,0.9,0.4,60.961,-13.06,-175.95,2.94,
2025/07/15 10:56:04,260.536,78.675,51.163,255.463,28.763,0.9,0.4,61.519,74.48,241.28,2.94,
2025/07/15 10:56:05,88.953,68.696,32.318,82.875,28.771,0.8,0.5,51.477,25.52,82.33,2.94,
2025/07/15 10:56:06,74.521,102.290,-15.862,72.813,28.780,0.7,0.6,47.480,55.94,39.45,2.94,
2025/07/15 10:56:07,180.715,46.053,125.415,130.112,28.793,0.7,0.6,48.191,-6.74,180.49,2.94,
2025/07/15 10:56:08,91.815,110.886,-32.734,85.782,28.810,0.8,0.6,48.350,76.35,39.69,2.94,
2025/07/15 10:56:09,258.855,51.701,160.431,203.146,28.831,0.8,0.6,48.407,14.85,258.09,2.94,
2025/07/15 10:57:00,37.041,45.405,26.006,26.376,28.972,0.6,0.8,33.008,7.81,35.55,2.94,
2025/07/15 10:57:01,97.495,51.255,61.017,76.040,28.981,0.6,0.8,33.226,29.16,89.60,2.94,
2025/07/15 10:57:02,16.870,295.343,7.221,-15.246,28.987,0.6,0.8,32.840,-16.61,-2.19,2.94,
2025/07/15 10:57:03,158.733,6.680,157.656,18.465,28.992,0.6,0.8,32.745,-65.65,134.23,2.94,
2025/07/15 10:57:04,129.809,18.945,122.777,42.144,28.998,0.6,0.8,32.599,-30.01,123.54,2.94,
2025/07/15 10:57:05,63.120,140.900,-48.984,39.808,28.995,0.6,0.8,32.515,57.83,-19.22,2.94,
2025/07/15 10:57:06,115.285,26.330,103.325,51.134,28.990,0.6,0.8,32.607,-12.55,114.06,2.94,
2025/07/15 10:57:07,154.345,180.752,-154.331,-2.026,28.988,0.5,0.8,31.549,73.35,-123.06,2.94,
2025/07/15 10:57:08,160.090,209.009,-140.005,-77.635,28.984,0.6,0.8,32.027,8.42,-159.69,2.94,
2025/07/15 10:57:09,46.107,250.775,-15.182,-43.536,28.983,0.6,0.8,31.860,-26.44,-32.75,2.94,
2025/07/15 10:58:00,168.049,257.105,-37.502,-163.811,29.030,-0.6,0.7,315.864,-133.20,80.80,2.94,
2025/07/15 10:58:01,414.555,175.813,-413.448,30.267,29.043,-0.6,0.7,316.829,-238.03,-294.11,2.94,
2025/07/15 10:58:02,284.453,215.107,-232.706,-163.589,29.052,-0.6,0.7,316.891,-274.08,-57.18,2.94,
2025/07/15 10:58:03,135.421,208.518,-118.990,-64.654,29.060,-0.6,0.8,317.569,-123.31,-42.58,2.94,
2025/07/15 10:58:04,484.324,157.091,-446.123,188.532,29.059,-0.6,0.8,317.878,-153.45,-440.34,2.94,
2025/07/15 10:58:05,305.401,220.696,-231.550,-199.134,29.048,-0.6,0.8,318.548,-300.34,-41.42,2.94,
2025/07/15 10:58:06,209.127,200.211,-196.251,-72.249,29.049,-0.6,0.8,318.891,-171.32,-93.72,2.94,
2025/07/15 10:58:07,287.587,202.437,-265.817,-109.762,29.055,-0.6,0.8,318.984,-241.80,-120.81,2.94,
2025/07/15 10:58:08,330.238,175.972,-329.423,23.195,29.054,-0.6,0.8,318.775,-182.70,-240.72,2.94,
2025/07/15 10:58:09,454.669,169.237,-446.671,84.910,29.041,-0.6,0.8,318.815,-213.91,-364.29,2.94,
2025/07/15 10:59:00,419.345,137.709,-310.205,282.176,29.108,0.3,-0.9,156.603,-130.88,382.39,2.95,
2025/07/15 10:59:01,469.718,169.829,-462.337,82.943,29.105,-0.3,-0.9,197.284,-202.97,390.66,2.94,
2025/07/15 10:59:02,578.721,208.397,-509.083,-275.230,29.102,-0.8,-0.6,231.983,-219.74,503.30,2.95,
2025/07/15 10:59:03,589.780,204.928,-534.834,-248.581,29.104,-0.6,-0.8,212.574,-77.93,580.50,2.95,
2025/07/15 10:59:04,563.161,228.417,-373.773,-421.241,29.106,-0.7,-0.5,234.353,-57.99,557.78,2.95,
2025/07/15 10:59:05,597.730,239.539,-303.021,-515.227,29.101,-0.7,-0.2,254.761,-153.01,562.32,2.95,
2025/07/15 10:59:06,465.221,217.947,-366.866,-286.077,29.092,-0.7,-0.3,245.896,-204.05,384.59,2.94,
2025/07/15 10:59:07,552.976,231.718,-342.589,-434.068,29.082,-0.7,-0.3,247.683,-147.96,517.18,2.94,
2025/07/15 10:59:08,515.793,213.240,-431.398,-282.733,29.076,-0.7,-0.3,240.877,-224.12,428.03,2.94,
2025/07/15 10:59:09,150.480,177.943,-150.383,5.402,29.071,-0.9,-0.3,250.123,-138.56,44.54,2.94,
2025/07/15 11:00:00,204.554,202.503,-188.980,-78.289,29.114,-1.0,0.0,264.776,-169.56,89.12,2.94,
2025/07/15 11:00:01,202.217,184.488,-201.597,-15.823,29.108,-0.9,-0.2,252.702,-179.26,71.65,2.94,
2025/07/15 11:00:02,306.821,189.434,-302.671,-50.291,29.097,-0.9,-0.3,247.885,-242.21,148.71,2.94,
2025/07/15 11:00:03,147.239,169.964,-144.986,25.660,29.088,-0.9,-0.2,253.391,-145.52,16.77,2.94,
2025/07/15 11:00:04,333.346,139.040,-251.733,218.519,29.077,-0.9,-0.3,248.164,-303.32,-105.18,2.94,
2025/07/15 11:00:05,273.112,136.757,-198.951,187.106,29.067,-0.9,-0.3,249.634,-239.35,-100.99,2.94,
2025/07/15 11:00:06,286.688,196.060,-275.499,-79.312,29.059,-0.8,-0.4,241.753,-186.51,182.06,2.94,
2025/07/15 11:00:07,300.182,146.532,-250.410,165.541,29.054,-0.8,-0.5,233.309,-299.33,16.86,2.94,
2025/07/15 11:00:08,329.403,125.222,-189.980,269.098,29.047,-1.0,-0.2,256.562,-225.16,-198.09,2.94,
2025/07/15 11:00:09,176.147,152.350,-156.031,81.745,29.044,-0.9,-0.3,250.022,-173.36,-23.35,2.94,
2025/07/15 11:01:00,226.816,225.187,-159.859,-160.906,28.993,-0.8,0.0,268.713,-142.04,149.54,2.94,
2025/07/15 11:01:01,272.259,212.955,-228.451,-148.105,28.990,-0.8,0.0,266.989,-202.09,146.64,2.94,
2025/07/15 11:01:02,196.891,152.571,-174.756,90.698,28.983,-0.8,0.1,271.803,-160.18,-89.64,2.94,
2025/07/15 11:01:03,130.731,171.574,-129.320,19.157,28.974,-0.8,0.1,273.163,-126.11,-25.86,2.94,
2025/07/15 11:01:04,199.562,166.124,-193.738,47.859,28.964,-0.9,0.0,266.449,-193.92,-35.33,2.94,
2025/07/15 11:01:05,236.047,191.789,-231.068,-48.228,28.959,-0.8,0.1,275.231,-233.30,26.82,2.94,
2025/07/15 11:01:06,405.630,237.114,-220.243,-340.629,28.958,-0.9,0.0,269.234,-199.49,317.77,2.94,
2025/07/15 11:01:07,194.302,200.128,-182.435,-66.861,28.960,-0.9,0.1,273.366,-180.54,54.37,2.94,
2025/07/15 11:01:08,346.308,265.147,-29.299,-345.067,28.963,-0.8,0.3,290.046,-137.77,296.80,2.94,
2025/07/15 11:01:09,163.347,273.991,11.368,-162.951,28.965,-0.8,0.4,294.175,-54.09,147.14,2.94,
2025/07/15 11:02:00,267.645,159.029,-249.917,95.790,28.818,-1.0,-0.1,261.646,-256.52,-57.42,2.94,
2025/07/15 11:02:01,198.629,158.695,-185.055,72.169,28.817,-0.9,0.0,267.840,-180.71,-62.73,2.94,
2025/07/15 11:02:02,95.324,196.925,-91.195,-27.751,28.813,-0.9,0.2,276.786,-92.72,16.58,2.94,
2025/07/15 11:02:03,208.883,158.056,-193.749,78.060,28.811,-0.9,0.0,265.145,-193.55,-59.50,2.94,
2025/07/15 11:02:04,278.937,232.201,-170.958,-220.407,28.803,-0.9,0.0,264.363,-137.33,218.39,2.94,
2025/07/15 11:02:05,260.147,161.604,-246.853,82.098,28.803,-0.9,-0.1,259.065,-256.25,-33.56,2.94,
2025/07/15 11:02:06,234.152,191.920,-229.103,-48.362,28.802,-0.9,-0.1,260.497,-208.34,81.74,2.94,
2025/07/15 11:02:07,236.899,197.485,-225.952,-71.179,28.799,-0.9,0.0,269.799,-218.38,69.64,2.94,
2025/07/15 11:02:08,228.259,200.776,-213.416,-80.967,28.798,-0.9,0.1,270.307,-205.04,76.54,2.94,
2025/07/15 11:02:09,203.859,211.993,-172.895,-108.008,28.799,-0.9,0.0,266.039,-151.35,109.77,2.94,
2025/07/15 11:03:00,356.727,263.928,-37.732,-354.726,28.711,-0.8,0.5,297.433,-181.53,274.22,2.94,
2025/07/15 11:03:01,454.516,267.971,-16.094,-454.231,28.713,-0.8,0.6,303.095,-240.23,341.50,2.94,
2025/07/15 11:03:02,610.875,259.857,-107.578,-601.328,28.718,-0.9,0.3,285.088,-245.78,521.57,2.95,
2025/07/15 11:03:03,346.707,250.022,-118.455,-325.843,28.721,-0.8,0.3,285.293,-183.86,259.95,2.94,
2025/07/15 11:03:04,453.545,242.500,-209.425,-402.299,28.725,-0.9,0.0,265.668,-169.56,396.23,2.94,
2025/07/15 11:03:05,508.384,241.454,-242.938,-446.582,28.730,-0.9,0.1,274.482,-255.73,393.37,2.94,
2025/07/15 11:03:06,587.943,274.260,43.677,-586.318,28.738,-0.8,0.5,297.848,-223.26,511.31,2.94,
2025/07/15 11:03:07,492.713,274.369,37.539,-491.281,28.746,-0.9,0.5,296.554,-177.37,434.97,2.94,
2025/07/15 11:03:08,481.670,275.953,49.953,-479.072,28.752,-0.9,0.5,296.565,-162.51,432.07,2.94,
2025/07/15 11:03:09,614.617,274.149,44.469,-613.006,28.761,-0.9,0.5,296.618,-223.73,540.97,2.94,
2025/07/15 11:04:00,514.568,271.670,14.997,-514.349,28.780,-0.9,0.5,296.420,-203.65,441.76,2.95,
2025/07/15 11:04:01,562.724,257.436,-122.410,-549.248,28.784,-0.9,0.5,296.478,-323.48,398.87,2.94,
2025/07/15 11:04:02,545.468,268.047,-18.589,-545.152,28.785,-0.9,0.5,296.507,-242.89,448.09,2.94,
2025/07/15 11:04:03,574.765,266.335,-36.741,-573.589,28.781,-0.9,0.5,296.523,-268.71,461.91,2.94,
2025/07/15 11:04:04,558.275,270.932,9.084,-558.202,28.779,-0.9,0.5,296.529,-227.38,474.66,2.94,
2025/07/15 11:04:05,686.000,263.788,-74.226,-681.972,28.778,-0.9,0.5,296.549,-342.82,532.76,2.94,
2025/07/15 11:04:06,637.104,272.516,27.971,-636.489,28.783,-0.9,0.5,296.559,-245.95,551.30,2.94,
2025/07/15 11:04:07,602.478,286.493,171.041,-577.689,28.785,-0.9,0.5,296.560,-104.08,586.25,2.94,
2025/07/15 11:04:08,687.886,267.897,-25.242,-687.422,28.785,-0.9,0.5,296.563,-308.14,563.63,2.94,
2025/07/15 11:04:09,630.427,278.638,94.690,-623.276,28.783,-0.9,0.5,296.504,-187.03,580.24,2.94,
2025/07/15 11:05:00,87.510,126.070,-51.523,70.734,28.835,-0.7,0.7,313.919,11.86,-86.06,2.94,
2025/07/15 11:05:01,60.777,121.210,-31.494,51.981,28.795,-0.7,0.7,313.975,13.18,-58.19,2.94,
2025/07/15 11:05:02,34.891,222.381,-25.773,-23.519,28.758,-0.7,0.7,313.972,-34.87,-0.97,2.94,
2025/07/15 11:05:03,197.038,70.705,65.107,185.970,28.725,-0.7,0.7,314.002,165.36,-83.18,2.94,
2025/07/15 11:05:04,202.552,65.545,83.851,184.381,28.703,-0.7,0.7,314.004,180.01,-71.06,2.94,
2025/07/15 11:05:05,67.090,229.065,-43.957,-50.683,28.687,-0.7,0.7,314.023,-66.63,5.88,2.94,
2025/07/15 11:05:06,521.386,104.229,-128.157,505.390,28.660,-0.7,0.7,314.016,241.09,-421.18,2.94,
2025/07/15 11:05:07,553.175,142.020,-436.026,340.417,28.628,-0.7,0.7,314.278,-73.99,-544.25,2.93,
2025/07/15 11:05:08,547.924,167.766,-535.481,116.109,28.598,-0.3,0.9,338.553,-86.86,-535.51,2.93,
2025/07/15 11:05:09,313.812,166.307,-304.893,74.286,28.576,-0.2,0.9,342.110,-22.92,-312.31,2.94,
2025/07/15 11:06:00,93.809,321.609,73.526,-58.258,27.884,-1.0,-0.2,256.843,80.09,37.75,2.94,
2025/07/15 11:06:01,109.785,61.856,51.784,96.805,27.897,-1.0,-0.2,256.875,27.75,-103.44,2.94,
2025/07/15 11:06:02,45.624,82.863,5.668,45.271,27.913,-1.0,-0.2,256.899,-4.72,-45.18,2.94,
2025/07/15 11:06:03,118.680,245.533,-49.153,-108.023,27.923,-1.0,-0.2,256.919,-23.08,114.63,2.94,
2025/07/15 11:06:04,143.227,141.074,-111.425,89.991,27.908,-1.0,-0.2,256.922,-121.42,-58.82,2.94,
2025/07/15 11:06:05,203.445,9.561,200.619,33.792,27.881,-1.0,-0.2,256.930,178.76,-74.53,2.94,
2025/07/15 11:06:06,126.525,79.435,23.199,124.380,27.868,-1.0,-0.2,256.929,-5.53,-126.31,2.94,
2025/07/15 11:06:07,139.606,118.223,-66.020,123.009,27.865,-1.0,-0.2,256.946,-83.85,-95.53,2.94,
2025/07/15 11:06:08,63.112,279.723,10.659,-62.206,27.864,-1.0,-0.2,256.950,23.24,55.37,2.94,
2025/07/15 11:06:09,179.132,91.701,-5.317,179.053,27.862,-1.0,-0.2,256.946,-44.54,-169.12,2.94,
2025/07/15 11:07:00,45.044,40.744,34.127,29.400,28.139,-1.0,-0.2,256.761,24.29,-33.41,2.94,
2025/07/15 11:07:01,73.320,205.170,-66.358,-31.183,28.146,-1.0,-0.2,256.806,-52.51,41.57,2.94,
2025/07/15 11:07:02,130.212,92.751,-6.249,130.062,28.149,-1.0,-0.2,256.827,-34.76,-121.82,2.94,
2025/07/15 11:07:03,87.167,122.794,-47.212,73.274,28.155,-1.0,-0.2,256.836,-56.97,-55.09,2.94,
2025/07/15 11:07:04,62.382,8.663,61.671,9.396,28.160,-1.0,-0.2,256.840,55.28,-22.14,2.94,
2025/07/15 11:07:05,156.924,65.618,64.782,142.928,28.162,-1.0,-0.2,256.853,30.14,-151.70,2.94,
2025/07/15 11:07:06,102.825,345.600,99.594,-25.571,28.166,-1.0,-0.2,256.860,102.78,2.26,2.94,
2025/07/15 11:07:07,97.189,52.587,59.048,77.195,28.168,-1.0,-0.2,256.863,37.83,-83.88,2.94,
2025/07/15 11:07:08,64.087,108.935,-20.796,60.619,28.170,-1.0,-0.2,256.867,-31.48,-50.24,2.94,
2025/07/15 11:07:09,67.484,79.598,12.184,66.375,28.171,-1.0,-0.2,256.878,-3.20,-67.35,2.94,
2025/07/15 11:08:00,43.274,174.663,-43.087,4.025,28.176,-1.0,-0.2,256.647,-42.53,5.99,2.94,
2025/07/15 11:08:01,91.974,268.375,-2.607,-91.937,28.180,-1.0,-0.2,256.706,18.32,88.68,2.94,
2025/07/15 11:08:02,79.659,78.994,15.208,78.193,28.184,-1.0,-0.2,256.717,-3.16,-79.55,2.94,
2025/07/15 11:08:03,104.617,38.157,82.262,64.634,28.185,-1.0,-0.2,256.729,59.57,-74.69,2.94,
2025/07/15 11:08:04,141.675,96.004,-14.818,140.898,28.185,-1.0,-0.2,256.737,-45.00,-128.74,2.94,
2025/07/15 11:08:05,50.875,67.099,19.798,46.865,28.184,-1.0,-0.2,256.750,8.44,-49.61,2.94,
2025/07/15 11:08:06,115.536,222.932,-84.591,-78.696,28.183,-1.0,-0.2,256.753,-59.24,88.42,2.94,
2025/07/15 11:08:07,91.311,118.755,-43.927,80.051,28.182,-1.0,-0.2,256.761,-55.59,-61.76,2.94,
2025/07/15 11:08:08,85.195,78.971,16.298,83.621,28.183,-1.0,-0.2,256.768,-3.27,-85.08,2.94,
2025/07/15 11:08:09,78.867,57.635,42.218,66.615,28.184,-1.0,-0.2,256.767,24.89,-71.76,2.94,
2025/07/15 11:09:00,19.788,140.434,-15.254,12.604,28.157,-1.0,-0.2,256.635,-16.71,-8.22,2.94,
2025/07/15 11:09:01,54.846,280.552,10.044,-53.918,28.159,-1.0,-0.2,256.677,21.05,47.55,2.94,
2025/07/15 11:09:02,100.781,87.540,4.325,100.689,28.161,-1.0,-0.2,256.697,-18.70,-97.65,2.94,
2025/07/15 11:09:03,20.916,270.772,0.282,-20.914,28.162,-1.0,-0.2,256.703,4.97,19.85,2.94,
2025/07/15 11:09:04,189.952,117.271,-87.037,168.838,28.163,-1.0,-0.2,256.710,-112.53,-131.47,2.94,
2025/07/15 11:09:05,57.070,30.704,49.070,29.140,28.163,-1.0,-0.2,256.724,37.34,-36.03,2.94,
2025/07/15 11:09:06,161.334,76.584,37.432,156.932,28.161,-1.0,-0.2,256.724,0.39,-161.33,2.94,
2025/07/15 11:09:07,135.851,137.844,-100.708,91.177,28.159,-1.0,-0.2,256.738,-110.99,-61.26,2.94,
2025/07/15 11:09:08,110.088,229.396,-71.649,-83.581,28.157,-1.0,-0.2,256.734,-47.40,91.69,2.94,
2025/07/15 11:09:09,10.368,335.979,9.470,-4.220,28.153,-1.0,-0.2,256.741,10.05,1.91,2.94,
2025/07/15 11:10:00,132.494,164.856,-127.892,34.614,28.171,-1.0,-0.2,256.480,-132.40,-3.76,2.94,
2025/07/15 11:10:01,31.762,140.520,-24.515,20.194,28.169,-1.0,-0.2,256.525,-26.88,-13.11,2.94,
2025/07/15 11:10:02,33.484,151.076,-29.307,16.194,28.169,-1.0,-0.2,256.545,-31.44,-8.70,2.94,
2025/07/15 11:10:03,61.511,139.663,-46.887,39.815,28.172,-1.0,-0.2,256.555,-51.51,-26.12,2.94,
2025/07/15 11:10:04,183.407,110.599,-64.528,171.681,28.171,-1.0,-0.2,256.573,-94.50,-139.96,2.94,
2025/07/15 11:10:05,14.367,69.315,5.075,13.441,28.172,-1.0,-0.2,256.572,1.80,-14.16,2.94,
2025/07/15 11:10:06,127.624,11.478,125.072,25.396,28.172,-1.0,-0.2,256.576,109.38,-50.78,2.94,
2025/07/15 11:10:07,102.171,80.232,17.335,100.690,28.170,-1.0,-0.2,256.590,-6.48,-101.80,2.94,
2025/07/15 11:10:08,90.948,338.351,84.533,-33.552,28.168,-1.0,-0.2,256.589,89.29,12.93,2.94,
2025/07/15 11:10:09,59.101,23.890,54.037,23.935,28.167,-1.0,-0.2,256.596,43.02,-32.76,2.94,
2025/07/15 11:11:00,105.320,73.311,30.245,100.883,28.199,-1.0,-0.2,256.481,5.82,-105.03,2.94,
2025/07/15 11:11:01,6.606,133.396,-4.539,4.800,28.202,-1.0,-0.2,256.516,-5.11,-3.33,2.94,
2025/07/15 11:11:02,50.228,91.714,-1.503,50.205,28.204,-1.0,-0.2,256.539,-12.82,-47.27,2.94,
2025/07/15 11:11:03,197.181,107.088,-57.941,188.476,28.203,-1.0,-0.2,256.554,-93.05,-157.75,2.94,
2025/07/15 11:11:04,68.517,93.780,-4.517,68.368,28.203,-1.0,-0.2,256.559,-19.66,-63.42,2.94,
2025/07/15 11:11:05,64.525,210.753,-55.452,-32.994,28.203,-1.0,-0.2,256.570,-42.07,40.89,2.94,
2025/07/15 11:11:06,69.686,103.401,-16.151,67.789,28.200,-1.0,-0.2,256.573,-29.53,-58.40,2.94,
2025/07/15 11:11:07,26.904,183.907,-26.841,-1.833,28.196,-1.0,-0.2,256.584,-24.88,7.76,2.94,
2025/07/15 11:11:08,109.069,113.170,-42.914,100.272,28.194,-1.0,-0.2,256.584,-59.55,-80.23,2.94,
2025/07/15 11:11:09,85.140,339.826,79.917,-29.362,28.190,-1.0,-0.2,256.591,84.09,9.97,2.94,
2025/07/15 11:12:00,118.874,267.981,-4.187,-118.800,28.217,-1.0,-0.2,256.485,23.34,114.74,2.94,
2025/07/15 11:12:01,51.125,83.454,5.828,50.792,28.214,-1.0,-0.2,256.526,-6.13,-50.46,2.94,
2025/07/15 11:12:02,8.414,223.042,-6.149,-5.743,28.217,-1.0,-0.2,256.539,-4.28,6.47,2.94,
2025/07/15 11:12:03,56.947,235.626,-32.152,-47.003,28.219,-1.0,-0.2,256.553,-19.47,50.92,2.94,
2025/07/15 11:12:04,104.775,188.357,-103.662,-15.228,28.223,-1.0,-0.2,256.560,-92.87,37.14,2.94,
2025/07/15 11:12:05,83.091,76.909,18.819,80.932,28.226,-1.0,-0.2,256.573,-0.49,-83.09,2.94,
2025/07/15 11:12:06,158.641,319.058,119.834,-103.956,28.230,-1.0,-0.2,256.573,131.84,68.68,2.94,
2025/07/15 11:12:07,142.173,89.111,2.206,142.156,28.234,-1.0,-0.2,256.588,-30.29,-136.35,2.94,
2025/07/15 11:12:08,106.149,46.012,73.722,76.372,28.235,-1.0,-0.2,256.587,50.15,-84.88,2.94,
2025/07/15 11:12:09,60.728,105.836,-16.572,58.423,28.237,-1.0,-0.2,256.583,-27.66,-49.39,2.94,
2025/07/15 11:13:00,83.360,56.902,45.520,69.834,28.263,-1.0,-0.2,256.490,26.87,-75.52,2.94,
2025/07/15 11:13:01,42.236,223.023,-30.878,-28.817,28.264,-1.0,-0.2,256.520,-21.49,32.47,2.94,
2025/07/15 11:13:02,61.578,224.951,-43.580,-43.505,28.266,-1.0,-0.2,256.547,-29.88,48.58,2.94,
2025/07/15 11:13:03,62.704,191.151,-61.520,-12.127,28.268,-1.0,-0.2,256.557,-53.93,24.68,2.94,
2025/07/15 11:13:04,25.227,184.291,-25.156,-1.887,28.270,-1.0,-0.2,256.572,-23.25,7.43,2.94,
2025/07/15 11:13:05,66.911,38.231,52.560,41.407,28.269,-1.0,-0.2,256.581,37.92,-47.93,2.94,
2025/07/15 11:13:06,118.904,162.345,-113.304,36.062,28.267,-1.0,-0.2,256.577,-118.32,-8.76,2.94,
2025/07/15 11:13:07,68.558,85.520,5.355,68.348,28.264,-1.0,-0.2,256.569,-10.57,-67.09,2.94,
2025/07/15 11:13:08,169.470,104.839,-43.402,163.818,28.265,-1.0,-0.2,256.588,-75.00,-139.58,2.94,
2025/07/15 11:13:09,36.672,109.287,-12.113,34.613,28.265,-1.0,-0.2,256.584,-18.30,-28.50,2.94,
2025/07/15 11:14:00,115.937,288.618,37.013,-109.870,28.277,-1.0,-0.2,256.420,57.13,90.73,2.94,
2025/07/15 11:14:01,97.550,111.573,-35.868,90.717,28.282,-1.0,-0.2,256.462,-51.54,-73.31,2.94,
2025/07/15 11:14:02,103.762,108.389,-32.734,98.464,28.287,-1.0,-0.2,256.482,-50.76,-81.52,2.94,
